,authors,publicationNumber,publicationDate,articleNumber,articleTitle,downloadCount,abstract,articleContentType,authorsAffilationCountry,extracted_class
2374,"[{'preferredName': 'So-Hye Yoon', 'normalizedName': 'S. -H. Yoon', 'firstName': 'So-Hye', 'lastName': 'Yoon', 'searchablePreferredName': 'So-Hye Yoon', 'id': 37086808417}, {'preferredName': 'Sehwa Park', 'normalizedName': 'S. Park', 'firstName': 'Sehwa', 'lastName': 'Park', 'searchablePreferredName': 'Sehwa Park', 'id': 37086165660}, {'preferredName': 'Taewan Kim', 'normalizedName': 'T. Kim', 'firstName': 'Taewan', 'lastName': 'Kim', 'searchablePreferredName': 'Taewan Kim', 'id': 37086808986}, {'preferredName': 'Jae Won Kim', 'normalizedName': 'J. W. Kim', 'firstName': 'Jae Won', 'lastName': 'Kim', 'searchablePreferredName': 'Jae Won Kim', 'id': 37086599390}, {'preferredName': 'Seog Park', 'normalizedName': 'S. Park', 'firstName': 'Seog', 'lastName': 'Park', 'searchablePreferredName': 'Seog Park', 'id': 37337016600}]",8671661,27 Feb.-2 March 2019,8679447,Predictive Query Processing Considering the Movement of Both User and Objects,56,"Recently, with the increase in use of mobile devices such as smart phones and tablet PCs with GPS, it is possible to analyze a large volume of data aggregated from various sensors. Accordingly, a variety of location-based services (LBSs) have attracted attention. To effectively provide these services, techniques for efficient spatial [::query::] processing have been studied. In this paper, we prop...",Conferences,"['PRK', None, 'PRK', 'PRK', None]",BIOC
2375,"[{'preferredName': 'Mohamed Farouk Abdel Hady', 'normalizedName': 'M. F. A. Hady', 'firstName': 'Mohamed Farouk Abdel', 'lastName': 'Hady', 'searchablePreferredName': 'Mohamed Farouk Abdel Hady', 'id': 38234195800}, {'preferredName': 'Rania Ibrahim', 'normalizedName': 'R. Ibrahim', 'firstName': 'Rania', 'lastName': 'Ibrahim', 'searchablePreferredName': 'Rania Ibrahim', 'id': 37085425004}, {'preferredName': 'Ahmed Ashour', 'normalizedName': 'A. Ashour', 'firstName': 'Ahmed', 'lastName': 'Ashour', 'searchablePreferredName': 'Ahmed Ashour', 'id': 37086736624}]",6691896,4-9 Aug. 2013,6707061,Domain adaptation for cross-lingual query classification using search query logs and document classification,90,[::Query::] Intent classifier is used by a search engine to classify an online search [::query::] whether having a certain type of intent such as adult intent or commercial intent. Training such classifiers for each language is a supervised machine learning task that requires a large amount of labeled training [::queries::]. The manual annotation of training [::queries::] for each new emerging lan...,Conferences,"['EGY', 'EGY', 'EGY']",BIOC
2376,"[{'preferredName': 'Jun Shao', 'normalizedName': 'J. Shao', 'firstName': 'Jun', 'lastName': 'Shao', 'searchablePreferredName': 'Jun Shao', 'id': 37712761400}, {'preferredName': 'Rongxing Lu', 'normalizedName': 'R. Lu', 'firstName': 'Rongxing', 'lastName': 'Lu', 'searchablePreferredName': 'Rongxing Lu', 'id': 37309741500}, {'preferredName': 'Yunguo Guan', 'normalizedName': 'Y. Guan', 'firstName': 'Yunguo', 'lastName': 'Guan', 'searchablePreferredName': 'Yunguo Guan', 'id': 37086474789}, {'preferredName': 'Guiyi Wei', 'normalizedName': 'G. Wei', 'firstName': 'Guiyi', 'lastName': 'Wei', 'searchablePreferredName': 'Guiyi Wei', 'id': 37281336200}]",4629386,1 Jan.-Feb. 2022,8744411,Achieve Efficient and Verifiable Conjunctive and Fuzzy Queries over Encrypted Data in Cloud,713,"Due to the high demands of searchability over encrypted data, searchable encryption (SE) has recently received considerable attention and been widely suggested in encrypted cloud storage. Typically, the cloud server is assumed to be honest-but-curious in most SE-based cloud storage systems, i.e., the cloud server should follow the protocol to return valid and complete search results to users. Howe...",Journals,"['CHN', 'CAN', 'USA', 'CHN']",BIOC
2377,"[{'preferredName': 'Zhen Yue', 'normalizedName': 'Z. Yue', 'firstName': 'Zhen', 'lastName': 'Yue', 'searchablePreferredName': 'Zhen Yue', 'id': 38546746000}, {'preferredName': 'Shuguang Han', 'normalizedName': 'S. Han', 'firstName': 'Shuguang', 'lastName': 'Han', 'searchablePreferredName': 'Shuguang Han', 'id': 37086023964}, {'preferredName': 'Daqing He', 'normalizedName': 'D. He', 'firstName': 'Daqing', 'lastName': 'He', 'searchablePreferredName': 'Daqing He', 'id': 37628487000}, {'preferredName': 'Jiepu Jiang', 'normalizedName': 'J. Jiang', 'firstName': 'Jiepu', 'lastName': 'Jiang', 'searchablePreferredName': 'Jiepu Jiang', 'id': 37086625367}]",2,Mar. 2014,6766167,Influences on Query Reformulation in Collaborative Web Search,470,Past analysis has considered [::query::] reformulation primarily from the perspective of individual Web searches. Findings from a recent study suggest ways that collaboration during the search process influences how users generate new terms for [::query::] reformulation.,Magazines,"[None, 'JPN', 'USA', None]",BIOC
2378,"[{'preferredName': 'Jing Zhou', 'normalizedName': 'J. Zhou', 'firstName': 'Jing', 'lastName': 'Zhou', 'searchablePreferredName': 'Jing Zhou', 'id': 37674571200}, {'preferredName': 'Gregor V. Bochmann', 'normalizedName': 'G. V. Bochmann', 'firstName': 'Gregor V.', 'lastName': 'Bochmann', 'searchablePreferredName': 'Gregor V. Bochmann', 'id': 37274081100}, {'preferredName': 'Zhongzhi Shi', 'normalizedName': 'Z. Shi', 'firstName': 'Zhongzhi', 'lastName': 'Shi', 'searchablePreferredName': 'Zhongzhi Shi', 'id': 37278371100}]",6603430,20-24 May 2013,6650945,Distributed Query Processing in an Ad-hoc Semantic Web Data Sharing System,147,"Sharing the Semantic Web data in proprietary datasets in which data is encoded in RDF triples in a decentralized environment calls for efficient support from distributed computing technologies. The highly dynamic ad-hoc settings that would be pervasive for Semantic Web data sharing among personal users in the future, however, pose even more demanding challenges for the enabling technologies. We ex...",Conferences,"['CHN', 'CAN', 'CHN']",BIOC
2379,"[{'preferredName': 'Hyun-Ho Lee', 'normalizedName': 'H. -H. Lee', 'firstName': 'Hyun-Ho', 'lastName': 'Lee', 'searchablePreferredName': 'Hyun-Ho Lee', 'id': 38575631300}, {'preferredName': 'Jeong-Ho Lee', 'normalizedName': 'J. -H. Lee', 'firstName': 'Jeong-Ho', 'lastName': 'Lee', 'searchablePreferredName': 'Jeong-Ho Lee', 'id': 37310726800}, {'preferredName': 'Jin-Chul Park', 'normalizedName': 'J. -C. Park', 'firstName': 'Jin-Chul', 'lastName': 'Park', 'searchablePreferredName': 'Jin-Chul Park', 'id': 38570597400}]",6477854,21-24 Jan. 2013,6482420,Adaptive optimization for multiple continuous queries in relational and XML streams,83,"For two different types of data stream - a relational stream and an XML stream, this paper contains an adaptive [::query::] optimization strategy called a selection-early. The evaluation order of selection constructs can significantly influence the overall performance of multiple [::query::] evaluation. Consequently, based on the filtering capability of the current evaluation sequence of selection...",Conferences,"[None, None, None]",BIOC
2380,"[{'preferredName': 'Yong Wang', 'normalizedName': 'Y. Wang', 'firstName': 'Yong', 'lastName': 'Wang', 'searchablePreferredName': 'Yong Wang', 'id': 37088893722}, {'preferredName': 'Kaiyu Li', 'normalizedName': 'K. Li', 'firstName': 'Kaiyu', 'lastName': 'Li', 'searchablePreferredName': 'Kaiyu Li', 'id': 37087085507}, {'preferredName': 'Guoliang Li', 'normalizedName': 'G. Li', 'firstName': 'Guoliang', 'lastName': 'Li', 'searchablePreferredName': 'Guoliang Li', 'id': 37405540900}, {'preferredName': 'Nan Tang', 'normalizedName': 'N. Tang', 'firstName': 'Nan', 'lastName': 'Tang', 'searchablePreferredName': 'Nan Tang', 'id': 38057424300}]",69,1 Aug. 2023,9944165,Road-Aware Indexing for Trajectory Range Queries,294,"Answering spatio-temporal range [::queries::] (RQs) on trajectory databases, i.e., finding all trajectories that intersect given ranges, is crucial in many real-world applications. Various kinds of indexes have been proposed to accelerate RQs. However, existing indexes typically use euclidean distance to prune irrelevant regions without concerning the underlying road network information. Neverthel...",Journals,"['CHN', 'CHN', 'CHN', 'QAT']",BIOC
2381,"[{'preferredName': 'Robert Dollinger', 'normalizedName': 'R. Dollinger', 'firstName': 'Robert', 'lastName': 'Dollinger', 'searchablePreferredName': 'Robert Dollinger', 'id': 37886151100}, {'preferredName': 'Nathaniel A. Melville', 'normalizedName': 'N. A. Melville', 'firstName': 'Nathaniel A.', 'lastName': 'Melville', 'searchablePreferredName': 'Nathaniel A. Melville', 'id': 37890801200}]",6041100,25-27 Aug. 2011,6047844,Semantic evaluation of SQL queries,342,The ability to evaluate the logical correctness of SQL [::queries::] is a vital feature of an intelligent tutoring system that provides meaningful feedback and guidance to students that learn SQL. This process relies on comparing the student&#39;s [::query::] with a reference [::query::] provided by the instructor. Converting the SQL source code into forms of XML representation of the [::query::] turn...,Conferences,"['USA', 'USA']",BIOC
2382,"[{'preferredName': 'Ning Wang', 'normalizedName': 'N. Wang', 'firstName': 'Ning', 'lastName': 'Wang', 'searchablePreferredName': 'Ning Wang', 'id': 37088584383}, {'preferredName': 'Amin Kamali', 'normalizedName': 'A. Kamali', 'firstName': 'Amin', 'lastName': 'Kamali', 'searchablePreferredName': 'Amin Kamali', 'id': 144430569047432}, {'preferredName': 'Verena Kantere', 'normalizedName': 'V. Kantere', 'firstName': 'Verena', 'lastName': 'Kantere', 'searchablePreferredName': 'Verena Kantere', 'id': 37284643800}, {'preferredName': 'Calisto Zuzate', 'normalizedName': 'C. Zuzate', 'firstName': 'Calisto', 'lastName': 'Zuzate', 'searchablePreferredName': 'Calisto Zuzate', 'id': 302455152108269}, {'preferredName': 'Vincent Corvinelli', 'normalizedName': 'V. Corvinelli', 'firstName': 'Vincent', 'lastName': 'Corvinelli', 'searchablePreferredName': 'Vincent Corvinelli', 'id': 37089925867}, {'preferredName': 'Brandon Frendo', 'normalizedName': 'B. Frendo', 'firstName': 'Brandon', 'lastName': 'Frendo', 'searchablePreferredName': 'Brandon Frendo', 'id': 741674858045763}, {'preferredName': 'Steve Donoghue', 'normalizedName': 'S. Donoghue', 'firstName': 'Steve', 'lastName': 'Donoghue', 'searchablePreferredName': 'Steve Donoghue', 'id': 987592079465023}]",10381524,25-27 Sept. 2023,10381556,A Hybrid Cost Model for Evaluating Query Execution Plans,56,[::Query::] optimization aims to select a [::query::] execution plan among all [::query::] paths for a given [::query::]. The [::query::] optimization of traditional relational database management systems (RDBMSs) relies on the estimation of the cost of the alternative [::query::] plans in the [::query::] plan search space provided by a cost model. The classic cost model (CCM) may lead the optimiz...,Conferences,"[None, None, None, None, None, None, None]",BIOC
2383,"[{'preferredName': 'M. Veeresha', 'normalizedName': 'M. Veeresha', 'firstName': 'M.', 'lastName': 'Veeresha', 'searchablePreferredName': 'M. Veeresha', 'id': 37086028683}, {'preferredName': 'M. Sugumaran', 'normalizedName': 'M. Sugumaran', 'firstName': 'M.', 'lastName': 'Sugumaran', 'searchablePreferredName': 'M. Sugumaran', 'id': 37085621566}]",8062994,19-20 Jan. 2017,8068685,Continuous k-Nearest neighbor queries in road networks,89,"Network Partition Index (NPI) doesn&#39;t address cache management and reliability. Motivated by this observation, Hybrid Spatial Air Index (HSAI) has been proposed for Continuous k-Nearest Neighbor [::Queries::] in road networks. HSAI utilized the usages of both Adaptive Cooperative Caching (ACC) and XOR-based network coding. Experiments have been conducted for evaluating [::query::] performance and ...",Conferences,"['IOT', 'IOT']",BIOC
2384,"[{'preferredName': 'Amol S. Jumde', 'normalizedName': 'A. S. Jumde', 'firstName': 'Amol S.', 'lastName': 'Jumde', 'searchablePreferredName': 'Amol S. Jumde', 'id': 37085629867}, {'preferredName': 'Narendra S. Chaudhari', 'normalizedName': 'N. S. Chaudhari', 'firstName': 'Narendra S.', 'lastName': 'Chaudhari', 'searchablePreferredName': 'Narendra S. Chaudhari', 'id': 37266248300}]",7910140,19-21 Dec. 2016,7915017,Query processing techniques in probabilistic databases,137,"Probabilistic databases have many diverse applications due to inherent uncertainty in those applications. In this paper, we review how uncertainty is managed in probabilistic databases. Two techniques of [::query::] evaluation on probabilistic databases exist, namely extensional and intensional. Extensional [::query::] evaluation directly operates on tuple probability and thus it is quiet efficien...",Conferences,"['IOT', 'IOT']",BIOC
2385,"[{'preferredName': 'Chao Zhang', 'normalizedName': 'C. Zhang', 'firstName': 'Chao', 'lastName': 'Zhang', 'searchablePreferredName': 'Chao Zhang', 'id': 37089927394}, {'preferredName': 'Angela Bonifati', 'normalizedName': 'A. Bonifati', 'firstName': 'Angela', 'lastName': 'Bonifati', 'searchablePreferredName': 'Angela Bonifati', 'id': 37705356400}, {'preferredName': 'Hugo Kapp', 'normalizedName': 'H. Kapp', 'firstName': 'Hugo', 'lastName': 'Kapp', 'searchablePreferredName': 'Hugo Kapp', 'id': 37089925903}, {'preferredName': 'Vlad Ioan Haprian', 'normalizedName': 'V. I. Haprian', 'firstName': 'Vlad Ioan', 'lastName': 'Haprian', 'searchablePreferredName': 'Vlad Ioan Haprian', 'id': 37089923408}, {'preferredName': 'Jean-Pierre Lozi', 'normalizedName': 'J. -P. Lozi', 'firstName': 'Jean-Pierre', 'lastName': 'Lozi', 'searchablePreferredName': 'Jean-Pierre Lozi', 'id': 37073057500}]",10184508,3-7 April 2023,10184548,A Reachability Index for Recursive Label-Concatenated Graph Queries,418,"Reachability [::queries::] checking the existence of a path from a source node to a target node are fundamental operators for [::querying::] and processing graph data. Current approaches for index-based evaluation of reachability [::queries::] either focus on plain reachability or constraint-based reachability with the alternation of edge labels only. In this paper, we study for the first time the...",Conferences,"['FRA', 'FRA', 'CHE', 'CHE', 'FRA']",BIOC
2386,"[{'preferredName': 'Xiaoyong Li', 'normalizedName': 'X. Li', 'firstName': 'Xiaoyong', 'lastName': 'Li', 'searchablePreferredName': 'Xiaoyong Li', 'id': 38244494300}, {'preferredName': 'Yijie Wang', 'normalizedName': 'Y. Wang', 'firstName': 'Yijie', 'lastName': 'Wang', 'searchablePreferredName': 'Yijie Wang', 'id': 37540196000}, {'preferredName': 'Yu Zhao', 'normalizedName': 'Y. Zhao', 'firstName': 'Yu', 'lastName': 'Zhao', 'searchablePreferredName': 'Yu Zhao', 'id': 37087358085}, {'preferredName': 'Yuan Wang', 'normalizedName': 'Y. Wang', 'firstName': 'Yuan', 'lastName': 'Wang', 'searchablePreferredName': 'Yuan Wang', 'id': 37086618758}, {'preferredName': 'Xiaoling Li', 'normalizedName': 'X. Li', 'firstName': 'Xiaoling', 'lastName': 'Li', 'searchablePreferredName': 'Xiaoling Li', 'id': 38244495000}]",6823827,13-15 Nov. 2013,6832043,GPS: A General Framework for Parallel Queries over Data Streams in Cloud,205,"Parallel [::query::] processing over data streams in cloud computing environments has attracted considerable attention recently in various fields, due to the huge potential value of analyzing massive data or big data in a large number of streaming applications. Nevertheless, existing studies on [::queries::] primarily focus on the algorithms for the specific [::query::] types with the lack of the ...",Conferences,"['CHN', 'CHN', 'CHN', 'CHN', 'CHN']",BIOC
2387,"[{'preferredName': 'Yanhong Li', 'normalizedName': 'Y. Li', 'firstName': 'Yanhong', 'lastName': 'Li', 'searchablePreferredName': 'Yanhong Li', 'id': 38195552400}, {'preferredName': 'Rongbo Zhu', 'normalizedName': 'R. Zhu', 'firstName': 'Rongbo', 'lastName': 'Zhu', 'searchablePreferredName': 'Rongbo Zhu', 'id': 37292944700}, {'preferredName': 'Guohui Li', 'normalizedName': 'G. Li', 'firstName': 'Guohui', 'lastName': 'Li', 'searchablePreferredName': 'Guohui Li', 'id': 37405545800}, {'preferredName': 'Lihchyun Shu', 'normalizedName': 'L. Shu', 'firstName': 'Lihchyun', 'lastName': 'Shu', 'searchablePreferredName': 'Lihchyun Shu', 'id': 37359196500}, {'preferredName': 'Changyin Luo', 'normalizedName': 'C. Luo', 'firstName': 'Changyin', 'lastName': 'Luo', 'searchablePreferredName': 'Changyin Luo', 'id': 37086162085}]",6287639,2016,7769182,Probabilistic CkNN Queries of Uncertain Data in Large Road Networks,579,"Continuous k-nearest neighbor (CkNN) [::query::] processing is an important issue in spatial temporal databases. In real-world scenarios, [::query::] clients and data objects may move with uncertain speeds on the road networks, which makes retrieving the exact CkNN [::query::] result a challenge. This paper addresses the issue of processing probabilistic CkNN [::queries::] of uncertain data (CPkNN...",Journals,"['CHN', 'CHN', 'CHN', 'TWN', 'CHN']",BIOC
